"","Hour_Delay","Security_o","Airport_Distance","Number_of_flights","Support_Crew_Available","Weather","Baggage_loading_time","Late_Arrival_o"
"2035",0,35,414,37856,107,6,16,17
"2036",1,36,428,48683,21,6,18,20
"2037",1,28,467,50896,126,5,18,21
"2038",1,30,435,43599,92,6,18,19
"2039",0,50,426,41800,82,5,16,19
"2040",1,24,437,42923,99,6,18,20
"2041",1,32,448,45301,65,5,18,19
"2042",1,30,481,44943,9,5,17,19
"2043",0,45,450,42490,156,5,16,18
"2044",1,41,454,39978,110,6,17,19
"2045",1,29,430,43650,127,5,17,19
"2046",1,33,449,44280,92,5,17,18
"2047",0,47,426,38719,170,5,16,18
"2048",0,36,464,42591,136,6,17,18
"2049",1,43,438,47469,21,6,18,20
"2050",1,45,455,43131,18,5,18,19
"2051",0,40,436,39800,41,5,16,19
"2052",0,37,444,43350,114,5,17,18
"2053",0,42,444,39944,136,5,17,18
"2054",1,36,453,42832,86,5,17,19
"2055",1,35,452,45363,7,5,17,19
"2056",0,20,400,38298,41,6,16,18
"2057",1,48,442,44229,53,5,16,19
"2058",0,26,441,42542,100,5,17,19
"2059",1,29,456,45048,111,5,18,19
"2060",0,28,453,44413,78,5,17,18
"2061",0,34,418,40810,93,5,16,18
"2062",1,32,457,45710,68,6,18,18
"2063",1,37,457,41467,83,5,17,19
"2064",1,36,441,43819,84,5,17,19
"2065",1,39,449,47237,23,5,18,18
"2066",0,35,422,38256,134,5,16,18
"2067",0,30,442,40062,30,5,17,18
"2068",1,43,446,43407,19,6,17,19
"2069",1,30,455,46680,56,6,18,20
"2070",1,37,446,44375,57,5,17,18
"2071",0,28,449,43655,112,6,16,18
"2072",1,37,471,44812,37,6,18,19
"2073",1,49,467,44041,90,5,17,18
"2074",0,25,446,41364,105,5,17,18
"2075",1,47,438,43712,58,6,17,19
"2076",0,28,434,46600,123,5,16,19
"2077",1,34,463,40079,52,6,17,19
"2078",1,40,427,46210,89,6,18,20
"2079",1,29,429,44198,61,5,17,20
"2080",1,33,433,43760,117,5,17,19
"2081",0,32,415,41470,146,6,17,18
"2082",1,40,447,43401,116,5,17,19
"2083",1,37,448,43319,48,6,18,19
"2084",1,30,455,45903,147,6,18,19
"2085",0,28,426,40142,128,5,16,18
"2086",1,43,472,43786,64,5,17,19
"2087",1,38,441,45466,59,5,17,19
"2088",1,42,444,42565,123,5,17,19
"2089",1,41,452,42885,103,6,17,20
"2090",0,51,454,42718,99,5,17,18
"2091",0,49,442,42338,56,5,17,18
"2092",1,39,465,45899,68,6,17,18
"2093",1,38,435,49549,30,6,18,20
"2094",1,53,461,44848,5,5,18,20
"2095",1,37,449,43940,68,5,17,19
"2096",0,49,439,41778,40,5,16,18
"2097",1,53,432,42294,94,5,17,19
"2098",1,39,452,45227,15,6,17,19
"2099",0,34,443,44604,66,5,17,18
"2100",0,33,448,40402,132,5,16,19
"2101",1,40,453,45431,54,5,18,20
"2102",1,35,429,45002,24,6,17,19
"2103",1,50,442,41680,131,5,17,19
"2104",1,46,443,44114,66,6,17,19
"2105",0,33,433,39114,95,5,16,18
"2106",0,27,423,41031,125,5,16,17
"2107",1,46,428,43388,64,5,17,19
"2108",1,29,454,43717,30,5,18,19
"2109",0,31,432,39708,170,5,17,18
"2110",0,39,422,42124,96,6,16,18
"2111",0,40,437,42826,171,5,16,18
"2112",1,28,477,44760,108,5,17,18
"2113",1,46,447,43167,10,5,17,19
"2114",0,39,440,41914,73,5,17,18
"2115",1,31,451,45225,107,5,17,20
"2116",0,36,450,43131,53,5,16,19
"2117",1,36,454,44502,124,5,17,19
"2118",1,41,463,47579,15,6,19,20
"2119",1,36,459,45542,64,5,18,20
"2120",1,34,458,41526,72,6,17,18
"2121",1,43,447,46872,73,5,17,20
"2122",1,28,447,44179,0,6,18,19
"2123",1,26,453,43205,80,5,17,19
"2124",1,30,443,48765,60,5,18,19
"2125",1,35,450,46189,96,5,17,19
"2126",1,34,481,41534,36,5,17,19
"2127",1,32,429,43717,96,5,17,20
"2128",1,42,477,45918,117,5,18,20
"2129",1,35,451,44951,0,5,17,20
"2130",1,40,428,43781,93,6,18,20
"2131",0,27,423,44382,65,6,17,18
"2132",1,39,468,46666,94,6,18,19
"2133",0,30,426,39437,120,5,16,18
"2134",0,28,419,41693,99,5,16,19
"2135",1,34,428,45142,43,6,17,20
"2136",1,29,454,46615,91,5,17,18
"2137",1,35,444,40818,65,5,17,19
"2138",1,39,422,45076,67,6,17,18
"2139",0,30,444,43105,93,5,17,18
"2140",1,36,436,44948,132,6,17,20
"2141",0,26,440,42453,184,5,17,18
"2142",0,34,430,39115,79,5,16,18
"2143",1,35,453,46337,63,5,18,19
"2144",0,48,433,42174,110,5,16,18
"2145",1,38,429,43991,45,6,17,18
"2146",1,34,471,47531,119,5,18,19
"2147",1,48,446,47487,119,6,18,20
"2148",0,41,427,40296,126,5,17,18
"2149",1,38,470,43400,57,5,18,18
"2150",0,30,441,40266,87,5,17,19
"2151",1,47,457,47037,61,6,18,20
"2152",1,38,425,43829,105,6,17,19
"2153",1,41,440,44759,67,5,17,19
"2154",1,41,454,45779,95,5,17,18
"2155",1,34,448,45231,111,6,17,19
"2156",1,33,431,42300,128,5,17,19
"2157",1,33,463,42963,38,6,17,18
"2158",1,46,433,46208,115,5,18,19
"2159",1,27,471,45596,145,6,18,19
"2160",0,42,420,41322,188,6,17,19
"2161",1,48,469,50337,75,6,18,19
"2162",1,43,477,43823,88,5,17,20
"2163",1,28,413,44388,117,5,17,19
"2164",1,39,456,42339,97,5,17,19
"2165",1,32,463,42149,18,6,17,19
"2166",1,60,436,46867,129,6,18,19
"2167",1,41,447,44542,84,5,17,19
"2168",1,40,447,43720,109,5,17,19
"2169",1,47,449,44022,69,5,16,18
"2170",0,30,466,40749,145,5,17,18
"2171",1,36,427,47228,19,6,18,19
"2172",0,35,419,43343,101,5,17,19
"2173",1,33,451,45366,136,5,17,18
"2174",1,35,450,41789,110,5,17,19
"2175",1,53,462,45397,27,6,18,19
"2176",0,35,421,42276,126,5,16,18
"2177",1,42,444,45835,100,6,17,19
"2178",0,47,447,42201,81,5,16,17
"2179",0,40,427,42477,189,5,17,18
"2180",1,44,443,41546,109,5,17,19
"2181",1,31,426,44939,106,5,17,19
"2182",0,39,444,36458,95,5,16,18
"2183",0,40,443,42253,112,6,17,18
"2184",1,57,462,44611,96,6,17,19
"2185",0,44,405,39953,151,5,16,18
"2186",1,40,445,45000,54,5,17,18
"2187",1,35,464,44952,136,6,17,20
"2188",0,32,456,42199,79,5,17,18
"2189",1,41,464,47641,46,5,18,20
"2190",1,32,439,43432,121,5,17,19
"2191",1,32,472,45140,22,6,18,19
"2192",1,46,442,43116,110,6,18,19
"2193",1,36,444,40585,60,5,17,18
"2194",0,31,406,41543,131,5,16,19
"2195",1,46,473,41789,99,5,17,19
"2196",0,47,455,42740,95,5,17,19
"2197",1,37,430,42822,125,6,17,19
"2198",1,44,448,41820,95,5,16,19
"2199",0,41,440,41364,99,5,17,18
"2200",1,34,449,44976,53,6,17,19
"2201",1,47,471,44231,72,5,17,19
"2202",1,26,448,44981,104,5,17,19
"2203",1,26,451,42738,127,6,18,19
"2204",0,40,430,45079,102,6,17,19
"2205",0,45,424,39377,179,5,16,18
"2206",1,41,472,46646,112,5,18,20
"2207",1,29,455,45147,113,5,18,19
"2208",1,43,456,44741,34,6,17,19
"2209",1,43,428,41289,172,6,17,19
"2210",1,43,461,41801,69,6,17,19
"2211",0,27,443,42543,103,5,17,19
"2212",0,26,388,39405,116,5,16,18
"2213",1,44,434,46697,92,5,17,18
"2214",1,35,454,46461,118,6,17,20
"2215",0,31,415,37476,116,5,16,18
"2216",1,36,445,44394,73,6,18,19
"2217",1,46,436,45025,115,6,17,19
"2218",0,32,444,42568,45,5,16,17
"2219",0,28,408,41963,97,5,16,18
"2220",1,31,475,49179,3,6,18,20
"2221",1,28,451,39232,98,6,18,19
"2222",1,32,416,41358,69,6,17,18
"2223",1,45,451,44347,48,5,17,19
"2224",1,43,449,45915,93,5,18,20
"2225",1,43,437,44649,80,6,17,18
"2226",1,30,478,46137,43,6,18,19
"2227",1,29,448,42636,86,6,18,20
"2228",1,24,464,42367,185,6,17,18
"2229",0,47,454,40640,155,5,17,19
"2230",1,38,455,42290,79,5,17,19
"2231",1,46,453,45817,80,5,18,19
"2232",1,48,435,43758,19,5,17,19
"2233",0,43,450,40136,82,5,17,18
"2234",1,44,427,45699,142,5,16,20
"2235",1,20,479,46723,60,6,19,20
"2236",0,42,458,40090,73,5,16,17
"2237",1,39,455,44506,105,5,16,19
"2238",1,30,467,51268,127,5,18,21
"2239",1,39,445,46148,14,5,18,19
"2240",1,41,448,42653,0,5,17,18
"2241",0,32,432,41230,50,6,16,18
"2242",0,45,450,40400,131,5,15,18
"2243",1,52,470,44790,58,6,18,18
"2244",0,43,437,42177,89,5,17,19
"2245",1,23,431,41431,107,6,17,19
"2246",1,19,429,45366,32,6,17,19
"2247",1,33,452,47333,81,5,18,19
"2248",1,32,426,44252,72,5,17,19
"2249",1,37,429,45671,103,5,18,19
"2250",1,40,452,42879,63,5,18,19
"2251",0,39,427,41174,120,5,16,17
"2252",1,34,402,45745,96,5,17,18
"2253",1,32,423,40029,108,5,17,19
"2254",0,32,419,44599,75,6,17,18
"2255",1,40,441,44184,36,5,17,18
"2256",0,37,438,41033,115,5,16,18
"2257",1,22,450,46103,48,5,17,19
"2258",1,23,462,41680,60,5,16,19
"2259",0,37,444,38717,109,5,16,18
"2260",0,38,432,40815,81,6,17,18
"2261",0,22,413,38988,103,5,16,18
"2262",1,39,455,47606,44,5,17,19
"2263",1,44,439,49408,2,6,18,19
"2264",1,43,451,45145,22,6,18,20
"2265",0,43,424,37116,138,5,16,17
"2266",1,30,468,45315,17,5,17,19
"2267",0,44,423,41299,114,5,16,18
"2268",1,32,435,45349,95,5,17,19
"2269",1,36,469,42943,115,5,17,19
"2270",1,42,435,41798,43,6,17,19
"2271",1,37,436,44743,21,5,18,20
"2272",1,39,463,46559,92,6,17,19
"2273",1,46,459,46062,130,5,17,19
"2274",1,32,470,46411,89,6,18,19
"2275",0,34,462,39781,104,5,17,18
"2276",1,26,433,42260,167,5,17,18
"2277",1,37,451,44306,160,6,17,18
"2278",0,26,455,40759,108,5,17,18
"2279",0,27,424,42323,50,5,17,18
"2280",0,34,407,35670,117,5,15,16
"2281",1,34,429,42229,106,6,17,19
"2282",1,30,462,43873,1,5,17,19
"2283",0,43,449,36255,74,5,17,19
"2284",1,33,456,46406,96,5,17,19
"2285",0,32,440,43591,87,5,16,18
"2286",1,40,452,45810,157,5,17,20
"2287",1,32,432,46043,49,5,18,19
"2288",1,35,430,44313,94,5,17,19
"2289",0,29,445,42093,152,5,17,19
"2290",1,40,463,48552,103,6,18,19
"2291",1,33,473,45894,63,6,18,20
"2292",1,25,427,46052,98,5,17,19
"2293",1,39,486,45368,66,5,17,19
"2294",0,34,444,43027,160,5,17,19
"2295",0,41,448,42123,115,5,16,18
"2296",1,53,462,44604,94,5,17,18
"2297",1,55,440,41473,53,6,17,19
"2298",1,26,437,43728,55,5,17,19
"2299",1,46,445,45759,69,5,18,19
"2300",1,32,432,44764,83,5,18,19
"2301",0,35,418,42548,92,5,16,19
"2302",1,46,438,43049,75,5,17,19
"2303",1,38,446,45912,99,6,18,19
"2304",1,29,450,41974,75,5,16,19
"2305",1,42,468,41402,62,5,17,19
"2306",1,33,453,45088,57,5,17,19
"2307",1,34,465,45241,58,5,17,19
"2308",0,27,445,41541,150,5,17,19
"2309",1,28,449,45940,48,5,17,19
"2310",1,25,465,46329,61,5,18,19
"2311",1,30,431,43136,24,6,18,19
"2312",1,49,459,43838,41,5,18,19
"2313",0,34,460,42268,49,5,17,19
"2314",1,39,438,44430,51,6,18,19
"2315",0,26,469,42020,128,5,16,18
"2316",1,31,441,46338,145,5,17,18
"2317",1,39,450,44282,8,6,18,19
"2318",1,29,456,43357,50,6,17,18
"2319",1,39,465,44570,17,6,18,18
"2320",0,36,449,43275,122,5,16,19
"2321",0,37,404,39022,190,5,16,17
"2322",0,36,425,38825,86,5,16,19
"2323",1,34,440,45586,161,6,17,19
"2324",1,47,436,43688,91,6,18,20
"2325",1,39,467,44732,77,6,17,19
"2326",1,37,420,48273,107,6,18,19
"2327",1,33,421,46654,27,5,17,18
"2328",1,43,425,46010,135,6,17,20
"2329",0,41,433,39433,77,5,17,18
"2330",1,37,439,44252,67,5,17,20
"2331",1,36,464,48017,49,5,18,19
"2332",1,35,482,50907,70,6,18,20
"2333",1,32,437,41512,89,5,17,19
"2334",0,42,436,40736,68,5,16,18
"2335",0,16,445,39685,84,5,17,19
"2336",1,42,421,44580,52,6,17,20
"2337",1,48,469,43785,111,5,17,20
"2338",1,36,427,49785,128,6,17,20
"2339",1,37,445,43179,26,5,17,19
"2340",1,43,487,45020,31,5,18,19
"2341",1,28,419,44514,29,5,17,19
"2342",0,33,410,43426,80,5,17,18
"2343",1,42,427,45012,62,6,18,20
"2344",0,36,412,39304,136,5,17,18
"2345",0,44,442,42805,67,5,17,18
"2346",1,45,448,42678,93,5,17,19
"2347",1,37,443,44579,58,6,17,19
"2348",0,41,405,39357,93,5,16,19
"2349",0,33,445,42239,78,6,16,17
"2350",0,35,404,37657,95,5,16,18
"2351",1,36,437,44540,71,6,17,19
"2352",0,32,424,38667,69,5,16,18
"2353",0,46,443,44363,50,5,16,19
"2354",1,34,464,41393,119,5,17,18
"2355",0,39,430,43237,81,5,16,18
"2356",1,26,439,44133,70,5,17,18
"2357",1,30,436,45935,96,6,17,19
"2358",1,41,435,44257,106,5,17,19
"2359",1,46,463,43388,29,6,17,20
"2360",0,32,449,43735,52,5,16,18
"2361",1,37,434,43449,80,6,17,18
"2362",0,42,437,38152,207,5,16,18
"2363",1,37,437,43425,170,6,17,19
"2364",1,48,431,45175,98,5,17,19
"2365",1,49,456,46673,144,6,18,19
"2366",1,34,442,53461,5,6,19,20
"2367",1,43,454,43515,45,6,17,18
"2368",1,37,444,41980,42,5,16,18
"2369",0,27,445,36817,172,5,16,18
"2370",0,41,432,40696,149,5,16,18
"2371",0,34,439,44033,25,6,17,18
"2372",0,32,442,44115,43,5,17,19
"2373",0,40,408,37765,31,5,16,18
"2374",0,40,412,41054,155,6,16,18
"2375",1,28,443,45370,87,6,18,18
"2376",0,33,424,42642,146,5,16,18
"2377",0,43,460,40586,64,5,16,18
"2378",1,61,461,49167,96,6,18,20
"2379",1,28,455,42675,68,6,17,19
"2380",1,31,427,43343,106,6,17,19
"2381",1,35,446,45486,38,6,17,18
"2382",1,46,452,48387,20,5,17,19
"2383",0,30,432,41600,99,6,17,18
"2384",1,41,448,45070,66,6,17,19
"2385",1,39,442,43112,117,5,17,18
"2386",0,22,428,44556,136,5,17,19
"2387",0,44,442,41080,58,6,16,17
"2388",1,31,447,45934,106,5,17,19
"2389",0,32,472,42146,121,6,17,19
"2390",1,41,437,43619,119,5,17,18
"2391",1,42,450,44786,77,6,17,19
"2392",1,42,478,49253,99,6,18,20
"2393",1,26,447,43665,54,5,17,19
"2394",1,28,498,45797,113,6,18,19
"2395",0,28,408,40339,142,5,16,18
"2396",1,23,429,40673,145,6,17,19
"2397",1,42,448,42348,102,5,17,18
"2398",0,37,417,42129,1,5,17,17
"2399",1,34,420,44768,45,5,18,20
"2400",1,49,450,47259,21,5,17,20
"2401",1,39,486,45884,4,5,17,19
"2402",1,29,448,44725,77,6,17,19
"2403",0,35,406,43615,77,6,16,18
"2404",0,34,457,41177,58,5,16,18
"2405",1,23,465,43848,106,5,17,19
"2406",1,46,414,45914,125,5,16,18
"2407",1,29,471,43564,110,5,17,19
"2408",0,35,422,37323,105,5,16,17
"2409",0,28,457,40194,113,5,17,17
"2410",1,51,492,46479,85,6,17,18
"2411",0,49,417,38943,134,5,16,18
"2412",1,35,420,42626,95,6,18,19
"2413",0,33,427,43107,6,6,17,19
"2414",0,37,431,40999,75,5,17,18
"2415",1,31,466,44981,44,6,18,20
"2416",0,31,440,44752,165,5,17,18
"2417",1,24,433,46191,13,6,17,19
"2418",1,41,451,43243,71,5,17,18
"2419",1,42,433,43866,39,6,17,19
"2420",0,32,440,40497,105,6,16,18
"2421",1,36,443,43065,49,5,17,19
"2422",1,38,450,43003,88,6,17,19
"2423",0,30,466,43961,93,5,17,18
"2424",1,28,418,46184,34,6,17,19
"2425",0,24,433,41214,90,5,17,19
"2426",0,44,464,39189,152,6,16,19
"2427",1,48,444,44646,30,6,17,20
"2428",0,36,428,41181,113,5,17,19
"2429",1,39,476,42023,56,6,17,20
"2430",1,47,470,42440,82,6,18,19
"2431",1,44,446,47847,90,6,18,19
"2432",0,39,443,40374,58,5,16,17
"2433",1,27,454,45824,26,5,18,18
"2434",1,38,438,48765,60,6,17,18
"2435",1,37,458,46427,134,5,17,19
"2436",0,22,405,34541,106,5,15,16
"2437",1,48,435,46054,94,6,18,20
"2438",0,32,444,41506,68,5,17,18
"2439",1,43,451,47374,45,5,17,19
"2440",1,44,454,44427,74,6,18,18
"2441",0,30,449,38386,178,6,17,18
"2442",0,48,451,41081,69,5,16,17
"2443",0,29,450,42029,52,6,17,18
"2444",1,45,433,46277,105,5,18,20
"2445",1,47,467,43991,75,6,18,19
"2446",0,32,436,40238,59,5,16,19
"2447",1,49,464,45662,94,5,18,19
"2448",0,34,454,39755,145,5,16,18
"2449",0,38,429,40825,133,5,16,18
"2450",1,42,430,45142,105,6,17,19
"2451",1,37,453,41824,128,5,17,19
"2452",1,31,449,41854,88,5,17,18
"2453",0,41,414,40053,61,5,17,19
"2454",1,28,460,43811,64,5,18,19
"2455",0,27,463,41148,96,6,17,19
"2456",0,43,437,40659,165,5,17,17
"2457",1,26,449,44424,27,6,18,20
"2458",1,34,452,46864,19,6,18,20
"2459",1,45,433,42481,81,5,17,19
"2460",0,47,453,41629,98,5,17,19
"2461",1,38,440,45562,65,5,17,19
"2462",1,42,452,47478,106,6,18,19
"2463",0,44,421,41112,85,6,17,18
"2464",1,34,441,43974,71,6,17,19
"2465",1,37,436,45212,95,5,17,19
"2466",1,39,424,43738,62,5,17,18
"2467",1,43,463,45612,94,5,17,19
"2468",0,30,444,39782,44,5,16,18
"2469",1,43,467,41597,119,6,17,19
"2470",1,36,455,48245,9,5,18,20
"2471",1,33,467,46988,36,5,17,19
"2472",1,41,447,44858,10,5,17,19
"2473",1,35,453,45606,112,6,17,19
"2474",0,29,437,43959,67,5,17,18
"2475",1,38,454,45854,109,6,18,19
"2476",0,47,432,44770,96,5,17,18
"2477",0,42,443,41404,114,5,17,18
"2478",1,41,477,47108,85,6,18,19
"2479",1,36,456,44736,88,5,18,19
"2480",1,42,420,43829,84,5,17,18
"2481",0,40,423,40601,142,5,16,19
"2482",0,32,404,40377,48,5,16,17
"2483",1,45,487,42868,73,5,17,20
"2484",1,43,463,45135,107,6,17,19
"2485",0,34,425,42256,43,5,16,18
"2486",0,38,427,36125,72,5,16,18
"2487",1,30,445,43080,79,6,18,19
"2488",1,40,431,47313,79,6,18,19
"2489",0,36,441,41672,88,6,17,19
"2490",1,36,454,45282,49,6,17,20
"2491",1,34,433,41917,50,5,17,20
"2492",1,35,455,46201,125,6,17,20
"2493",1,39,452,41756,76,5,17,19
"2494",0,26,439,37792,97,5,16,18
"2495",1,41,427,44129,71,6,17,19
"2496",0,52,440,41452,102,6,16,19
"2497",1,34,452,48094,108,6,18,19
"2498",1,29,462,43579,31,5,17,19
"2499",1,30,445,44093,143,6,17,19
"2500",0,34,435,42309,151,5,16,18
"2501",0,45,431,41057,29,5,17,18
"2502",0,41,429,42348,156,5,17,19
"2503",0,35,422,40095,131,5,16,18
"2504",0,30,421,44312,91,5,16,19
"2505",1,31,467,50258,29,6,18,20
"2506",0,25,435,38575,129,5,16,17
"2507",1,31,455,44106,154,6,17,19
"2508",1,21,450,45474,90,6,18,19
"2509",1,52,445,44055,120,5,17,18
"2510",1,34,430,39646,49,6,17,18
"2511",1,31,456,46322,99,6,17,20
"2512",1,36,451,43671,2,5,17,19
"2513",1,38,446,47281,54,5,17,19
"2514",1,31,409,44892,61,5,17,19
"2515",1,34,457,47522,43,6,18,19
"2516",0,48,421,38514,98,5,15,18
"2517",1,39,459,44184,14,6,18,20
"2518",0,34,439,42755,97,5,16,18
"2519",0,33,420,42901,88,6,17,18
"2520",1,35,443,43377,139,6,17,20
"2521",1,40,466,42037,137,5,17,20
"2522",0,32,424,37707,103,5,16,18
"2523",1,44,440,46381,89,6,17,19
"2524",1,37,450,42473,103,5,17,18
"2525",1,43,453,47126,9,6,18,19
"2526",0,43,460,37206,127,5,16,18
"2527",1,29,448,44642,75,6,17,20
"2528",0,36,416,37121,132,6,16,17
"2529",1,48,403,44267,23,5,17,19
"2530",0,29,433,38814,104,5,16,18
"2531",1,39,453,46178,6,6,17,19
"2532",0,50,436,39415,98,5,15,17
"2533",1,32,459,44822,43,6,18,20
"2534",0,27,429,39686,142,5,16,18
"2535",0,40,436,43128,75,5,17,18
"2536",1,45,466,45372,68,6,18,18
"2537",0,33,417,37218,220,5,16,18
"2538",0,40,448,38509,107,5,16,18
"2539",0,45,436,43130,70,5,17,18
"2540",1,40,445,45479,93,6,18,18
"2541",0,29,447,41038,53,6,17,19
"2542",0,33,421,37217,2,5,16,17
"2543",0,29,435,42909,84,5,16,18
"2544",1,46,447,43054,87,5,18,19
"2545",1,27,438,43468,156,5,17,19
"2546",1,44,444,44486,97,5,17,18
"2547",1,36,452,45746,169,6,17,20
"2548",1,34,422,43158,99,5,17,19
"2549",1,34,448,45244,28,6,17,20
"2550",0,33,450,40810,64,5,16,18
"2551",0,35,427,36835,140,6,16,18
"2552",1,44,452,45983,144,6,17,20
"2553",0,28,429,40634,107,6,16,19
"2554",1,40,436,45835,109,5,17,18
"2555",1,35,409,47676,29,5,17,19
"2556",1,42,460,47317,126,6,17,20
"2557",1,25,425,44106,61,6,17,19
"2558",1,36,471,44871,93,5,17,19
"2559",1,41,436,44824,19,5,17,19
"2560",0,38,428,40654,115,5,17,19
"2561",0,41,437,34627,178,6,15,17
"2562",1,54,451,44267,18,5,18,19
"2563",1,31,414,42699,79,6,17,19
"2564",1,34,463,44390,33,6,17,19
"2565",0,38,417,42921,123,6,17,18
"2566",0,32,427,40840,113,5,17,18
"2567",1,50,444,48166,107,6,17,20
"2568",0,34,439,39863,151,6,16,18
"2569",0,31,408,41608,111,5,17,18
"2570",0,46,415,40946,177,5,16,19
"2571",1,38,436,46086,33,5,17,19
"2572",0,39,408,38109,116,5,17,18
"2573",1,51,450,44286,35,6,17,19
"2574",1,33,434,48996,82,6,18,20
"2575",1,41,434,47714,109,6,18,19
"2576",1,43,432,42536,98,5,17,20
"2577",0,44,460,42282,107,5,16,18
"2578",1,43,472,48410,48,5,18,20
"2579",1,45,437,47336,59,5,17,19
"2580",1,38,453,41691,75,6,17,19
"2581",1,37,464,48493,98,5,17,19
"2582",1,42,441,44065,209,6,17,19
"2583",0,34,441,42612,86,5,16,18
"2584",0,39,421,43094,90,5,17,17
"2585",0,30,433,44121,84,5,17,19
"2586",1,40,450,43432,65,6,17,19
"2587",0,44,443,39137,106,5,16,18
"2588",1,35,454,46210,85,6,17,19
"2589",1,36,410,44151,95,5,17,20
"2590",1,28,454,46984,101,5,17,19
"2591",1,36,452,46478,90,5,18,20
"2592",1,40,426,45895,83,5,17,19
"2593",0,51,438,44489,79,5,17,18
"2594",0,34,438,38924,133,5,16,17
"2595",1,36,455,44375,75,6,17,19
"2596",1,41,460,42463,130,6,16,19
"2597",1,33,453,40000,54,5,17,18
"2598",0,36,420,42926,110,5,17,19
"2599",1,43,452,43185,68,6,17,18
"2600",1,29,468,48122,1,6,18,19
"2601",1,40,437,45573,56,5,17,18
"2602",1,48,466,45322,110,6,17,19
"2603",0,25,417,42522,133,6,16,18
"2604",1,49,431,45912,90,5,18,19
"2605",1,35,418,42558,34,6,17,19
"2606",0,31,419,37838,99,5,16,18
"2607",1,21,413,42874,42,5,18,19
"2608",1,42,444,46032,65,6,17,18
"2609",0,34,417,39352,172,5,16,17
"2610",0,41,418,40735,12,5,17,18
"2611",0,42,436,44462,123,5,17,18
"2612",1,45,431,44357,98,5,17,19
"2613",1,46,469,47464,101,5,18,20
"2614",1,42,460,42997,127,5,17,18
"2615",1,42,481,44698,79,5,17,19
"2616",1,46,453,45366,117,5,17,19
"2617",0,35,451,41831,109,5,16,19
"2618",1,31,469,45074,133,5,18,19
"2619",1,34,415,44159,75,6,17,20
"2620",1,46,455,48420,82,6,17,19
"2621",0,28,446,42241,112,6,16,19
"2622",1,50,425,43226,138,6,18,19
"2623",0,24,433,40015,133,5,16,18
"2624",0,26,431,38537,117,5,17,18
"2625",0,34,449,45575,93,5,16,18
"2626",1,35,456,43923,101,6,18,20
"2627",0,34,446,41942,58,5,16,18
"2628",1,37,439,45468,89,5,17,19
"2629",1,26,456,48098,51,6,18,19
"2630",1,36,490,42498,59,5,17,19
"2631",0,48,450,43160,52,5,17,19
"2632",1,41,445,46873,89,6,17,19
"2633",1,40,454,43423,104,5,17,18
"2634",1,42,440,42701,100,5,17,19
"2635",1,38,465,44631,6,6,17,20
"2636",0,28,427,39727,121,5,16,17
"2637",0,42,402,37707,141,5,16,18
"2638",1,35,484,42513,97,6,18,19
"2639",0,27,438,43397,54,6,16,19
"2640",0,48,443,40498,53,6,17,19
"2641",1,41,447,46104,17,6,17,19
"2642",1,48,439,46397,79,5,17,19
"2643",0,36,417,37266,92,5,15,19
"2644",0,37,451,41442,135,5,16,18
"2645",1,50,452,46735,39,5,18,19
"2646",1,45,426,46146,68,5,17,19
"2647",0,32,422,36059,119,5,16,18
"2648",1,48,460,44608,49,6,18,20
"2649",0,37,461,39240,108,5,16,18
"2650",0,39,428,42035,73,6,16,19
"2651",0,26,420,35953,103,5,16,17
"2652",1,28,456,42153,47,6,17,20
"2653",1,33,444,44521,7,6,18,19
"2654",1,36,448,43148,26,6,17,19
"2655",1,31,462,46670,6,6,18,20
"2656",0,33,437,40425,48,6,16,17
"2657",1,39,431,44748,50,5,17,19
"2658",1,32,452,42778,156,5,17,19
"2659",1,31,470,45814,31,5,17,19
"2660",0,29,428,40074,139,5,16,18
"2661",1,40,438,41091,152,6,16,19
"2662",1,41,432,46158,115,5,17,20
"2663",0,34,424,42079,102,6,17,19
"2664",0,36,442,40261,40,5,17,19
"2665",0,27,427,42357,89,5,17,20
"2666",0,39,435,40097,63,5,17,18
"2667",0,36,427,38974,173,5,16,17
"2668",0,25,449,41340,114,5,17,18
"2669",1,37,430,47884,77,5,17,20
"2670",0,30,426,38659,101,5,16,18
"2671",1,53,429,43217,56,5,17,19
"2672",0,34,434,41343,147,5,17,19
"2673",1,24,436,43641,37,6,17,20
"2674",1,38,444,43478,28,5,17,19
"2675",0,33,423,38459,111,5,16,19
"2676",0,31,410,43216,75,5,17,20
"2677",1,34,434,41831,57,6,17,18
"2678",0,45,440,38521,134,5,17,19
"2679",1,31,479,45073,42,5,17,20
"2680",0,31,435,38618,66,5,16,18
"2681",1,42,499,47326,67,5,17,19
"2682",1,33,446,43027,156,6,18,18
"2683",0,33,429,40732,40,6,17,18
"2684",0,49,412,40943,88,5,17,18
"2685",0,36,430,42791,99,5,16,18
"2686",1,30,466,43874,71,5,18,19
"2687",1,39,477,45475,38,6,18,19
"2688",1,40,464,46940,46,6,18,19
"2689",1,38,450,47464,94,6,18,20
"2690",1,42,449,46638,40,6,18,19
"2691",0,30,443,42052,83,5,16,18
"2692",0,29,421,40167,125,5,15,18
"2693",0,33,418,39536,121,5,17,18
"2694",1,40,458,46416,37,5,18,19
"2695",1,40,436,40383,14,5,17,19
"2696",1,40,424,43998,55,6,17,19
"2697",0,30,425,44309,50,5,17,18
